Name;burgMapLink
Gorno;https://watabou.github.io/city-generator/?name=Gorno&population=6848&size=27&seed=9151100960036&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.57
Gortynti;https://watabou.github.io/city-generator/?name=Gortynti&population=2184&size=17&seed=9151100960145&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Gourchialos;https://watabou.github.io/village-generator/?pop=1153&name=Gourchialos&seed=9151100960416&width=1400&height=636&tags=river%2Chighway%2Cno+square%2Cdense
Gourna;https://watabou.github.io/city-generator/?name=Gourna&population=4713&size=23&seed=9151100960059&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Graburalena;https://watabou.github.io/city-generator/?name=Graburalena&population=10117&size=31&seed=9151100960428&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Grano;https://watabou.github.io/village-generator/?pop=1447&name=Grano&seed=9151100960062&width=1400&height=636&tags=highway%2Cdense
Gydomerapit;https://watabou.github.io/city-generator/?name=Gydomerapit&population=5172&size=24&seed=9151100960136&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Gydon;https://watabou.github.io/city-generator/?name=Gydon&population=5214&size=24&seed=9151100960227&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Gyokol;https://watabou.github.io/city-generator/?name=Gyokol&population=4829&size=23&seed=9151100960169&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Gyomsontor;https://watabou.github.io/city-generator/?name=Gyomsontor&population=13307&size=34&seed=9151100960052&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Gyrian;https://watabou.github.io/village-generator/?pop=916&name=Gyrian&seed=9151100960321&width=1000&height=455&tags=highway%2Cdense
Gytos;https://watabou.github.io/city-generator/?name=Gytos&population=4972&size=24&seed=9151100960238&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Haalakikyla;https://watabou.github.io/city-generator/?name=Haalakikyla&population=5387&size=24&seed=9151100960507&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hajduna;https://watabou.github.io/city-generator/?name=Hajduna&population=11460&size=33&seed=9151100960041&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hajduzeszapu;https://watabou.github.io/city-generator/?name=Hajduzeszapu&population=15306&size=36&seed=9151100960497&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hajkidalomor;https://watabou.github.io/city-generator/?name=Hajkidalomor&population=1530&size=15&seed=9151100960086&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Harviva;https://watabou.github.io/city-generator/?name=Harviva&population=6150&size=26&seed=9151100960472&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hasbad;https://watabou.github.io/city-generator/?name=Hasbad&population=6782&size=27&seed=9151100960581&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hatturi;https://watabou.github.io/city-generator/?name=Hatturi&population=3362&size=21&seed=9151100960554&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hauma;https://watabou.github.io/city-generator/?name=Hauma&population=6632&size=26&seed=9151100960173&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Havalvakide;https://watabou.github.io/city-generator/?name=Havalvakide&population=930&size=13&seed=9151100960408&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Hecas;https://watabou.github.io/city-generator/?name=Hecas&population=5972&size=25&seed=9151100960533&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Henenes;https://watabou.github.io/village-generator/?pop=1132&name=Henenes&seed=9151100960555&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Herbengen;https://watabou.github.io/city-generator/?name=Herbengen&population=5148&size=24&seed=9151100960589&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.5
Hesos;https://watabou.github.io/city-generator/?name=Hesos&population=869&size=12&seed=9151100960096&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Hesossos;https://watabou.github.io/city-generator/?name=Hesossos&population=11816&size=33&seed=9151100960575&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hetanostos;https://watabou.github.io/city-generator/?name=Hetanostos&population=19616&size=40&seed=9151100960433&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Hibatan;https://watabou.github.io/village-generator/?pop=1408&name=Hibatan&seed=9151100960402&width=1400&height=636&tags=coast%2Chighway%2Cuncultivated%2Cdense
Hiekion;https://watabou.github.io/city-generator/?name=Hiekion&population=6901&size=27&seed=9151100960522&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hiekus;https://watabou.github.io/city-generator/?name=Hiekus&population=7894&size=28&seed=9151100960420&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hinko;https://watabou.github.io/city-generator/?name=Hinko&population=6045&size=26&seed=9151100960316&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hirkauski;https://watabou.github.io/village-generator/?pop=985&name=Hirkauski&seed=9151100960196&width=1000&height=455&tags=highway%2Cuncultivated%2Cno+square%2Cdense
Hirviva;https://watabou.github.io/city-generator/?name=Hirviva&population=11766&size=33&seed=9151100960273&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.7
Histhos;https://watabou.github.io/village-generator/?pop=1139&name=Histhos&seed=9151100960489&width=1400&height=636&tags=highway%2Cdense
Histriara;https://watabou.github.io/city-generator/?name=Histriara&population=17672&size=38&seed=9151100960064&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Histros;https://watabou.github.io/city-generator/?name=Histros&population=3418&size=21&seed=9151100960395&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Hontius;https://watabou.github.io/city-generator/?name=Hontius&population=5745&size=25&seed=9151100960392&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Horgesca;https://watabou.github.io/city-generator/?name=Horgesca&population=5149&size=24&seed=9151100960189&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hoski;https://watabou.github.io/city-generator/?name=Hoski&population=21987&size=42&seed=9151100960457&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.6
Hubros;https://watabou.github.io/city-generator/?name=Hubros&population=1110&size=14&seed=9151100960577&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Huittusuma;https://watabou.github.io/city-generator/?name=Huittusuma&population=6906&size=27&seed=9151100960337&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hylakosjar;https://watabou.github.io/city-generator/?name=Hylakosjar&population=7481&size=28&seed=9151100960520&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Hyvinsuuma;https://watabou.github.io/village-generator/?pop=1086&name=Hyvinsuuma&seed=9151100960468&width=1400&height=636&tags=highway%2Cdense
Ianagri;https://watabou.github.io/city-generator/?name=Ianagri&population=2189&size=17&seed=9151100960327&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Ijapa;https://watabou.github.io/city-generator/?name=Ijapa&population=7722&size=28&seed=9151100960383&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Ilhevosa;https://watabou.github.io/city-generator/?name=Ilhevosa&population=3927&size=22&seed=9151100960148&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Imbrosmelea;https://watabou.github.io/city-generator/?name=Imbrosmelea&population=6915&size=27&seed=9151100960553&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Inenma;https://watabou.github.io/village-generator/?pop=1107&name=Inenma&seed=9151100960435&width=1400&height=636&tags=highway%2Cdense
Iola;https://watabou.github.io/city-generator/?name=Iola&population=7261&size=27&seed=9151100960142&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.31
Isiolakijar;https://watabou.github.io/village-generator/?pop=1140&name=Isiolakijar&seed=9151100960569&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Itreamis;https://watabou.github.io/city-generator/?name=Itreamis&population=5352&size=24&seed=9151100960487&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Jargamsa;https://watabou.github.io/city-generator/?name=Jargamsa&population=7760&size=28&seed=9151100960539&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.92
Jaszhabasza;https://watabou.github.io/village-generator/?pop=1025&name=Jaszhabasza&seed=9151100960373&width=1400&height=636&tags=highway%2Cdense
Jepsala;https://watabou.github.io/city-generator/?name=Jepsala&population=10851&size=32&seed=9151100960055&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Joenaskog;https://watabou.github.io/city-generator/?name=Joenaskog&population=9484&size=30&seed=9151100960197&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Joenlinda;https://watabou.github.io/city-generator/?name=Joenlinda&population=7368&size=28&seed=9151100960382&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kajajarvivi;https://watabou.github.io/city-generator/?name=Kajajarvivi&population=3763&size=21&seed=9151100960391&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kalahmaski;https://watabou.github.io/village-generator/?pop=1387&name=Kalahmaski&seed=9151100960593&width=1400&height=636&tags=river%2Chighway%2Cdense
Kaluzehercag;https://watabou.github.io/city-generator/?name=Kaluzehercag&population=11551&size=33&seed=9151100960214&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kalvasali;https://watabou.github.io/city-generator/?name=Kalvasali&population=23014&size=42&seed=9151100960004&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Karjasa;https://watabou.github.io/city-generator/?name=Karjasa&population=1701&size=16&seed=9151100960081&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.83
Karkko;https://watabou.github.io/city-generator/?name=Karkko&population=5098&size=24&seed=9151100960244&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Karvikaala;https://watabou.github.io/city-generator/?name=Karvikaala&population=6528&size=26&seed=9151100960080&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kaula;https://watabou.github.io/village-generator/?pop=1614&name=Kaula&seed=9151100960550&width=1600&height=727&tags=river%2Chighway%2Cdense
Kaula1;https://watabou.github.io/city-generator/?name=Kaula&population=2765&size=19&seed=9151100960591&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Kauna;https://watabou.github.io/city-generator/?name=Kauna&population=1112&size=14&seed=9151100960538&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Kautio;https://watabou.github.io/city-generator/?name=Kautio&population=2029&size=17&seed=9151100960594&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kavonenkylo;https://watabou.github.io/city-generator/?name=Kavonenkylo&population=12470&size=34&seed=9151100960347&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kehmasnie;https://watabou.github.io/village-generator/?pop=1510&name=Kehmasnie&seed=9151100960251&width=1600&height=727&tags=river%2Chighway%2Cdense
Kehta;https://watabou.github.io/village-generator/?pop=995&name=Kehta&seed=9151100960280&width=1000&height=455&tags=river%2Chighway%2Cno+square%2Cdense
Keljan;https://watabou.github.io/city-generator/?name=Keljan&population=8202&size=29&seed=9151100960552&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Keraki;https://watabou.github.io/city-generator/?name=Keraki&population=8104&size=29&seed=9151100960195&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kesztvad;https://watabou.github.io/village-generator/?pop=1367&name=Kesztvad&seed=9151100960070&width=1400&height=636&tags=highway%2Cdense
Kevevizsaklad;https://watabou.github.io/city-generator/?name=Kevevizsaklad&population=10287&size=31&seed=9151100960240&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kilho;https://watabou.github.io/village-generator/?pop=1085&name=Kilho&seed=9151100960471&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Kilva;https://watabou.github.io/city-generator/?name=Kilva&population=11923&size=33&seed=9151100960505&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kislelek;https://watabou.github.io/city-generator/?name=Kislelek&population=8964&size=30&seed=9151100960180&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kiszony;https://watabou.github.io/city-generator/?name=Kiszony&population=8786&size=29&seed=9151100960304&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kiulala;https://watabou.github.io/city-generator/?name=Kiulala&population=26953&size=45&seed=9151100960075&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
Kiuna;https://watabou.github.io/city-generator/?name=Kiuna&population=11712&size=33&seed=9151100960570&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kiutalavabo;https://watabou.github.io/village-generator/?pop=1048&name=Kiutalavabo&seed=9151100960132&width=1400&height=636&tags=river%2Chighway%2Cno+square%2Cdense
Klaukka;https://watabou.github.io/city-generator/?name=Klaukka&population=9936&size=31&seed=9151100960257&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Klaukka1;https://watabou.github.io/city-generator/?name=Klaukka&population=16738&size=38&seed=9151100960564&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Klovs;https://watabou.github.io/city-generator/?name=Klovs&population=7797&size=28&seed=9151100960218&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kodajklos;https://watabou.github.io/village-generator/?pop=1105&name=Kodajklos&seed=9151100960452&width=1400&height=636&tags=river%2Chighway%2Cdense
Kohttajaa;https://watabou.github.io/city-generator/?name=Kohttajaa&population=1331&size=15&seed=9151100960458&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Kohtti;https://watabou.github.io/city-generator/?name=Kohtti&population=27520&size=45&seed=9151100960256&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
Kohtvemi;https://watabou.github.io/village-generator/?pop=940&name=Kohtvemi&seed=9151100960209&width=1000&height=455&tags=highway%2Cdense
Kokere;https://watabou.github.io/city-generator/?name=Kokere&population=4728&size=23&seed=9151100960216&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kokka;https://watabou.github.io/village-generator/?pop=1124&name=Kokka&seed=9151100960524&width=1400&height=636&tags=river%2Chighway%2Cdense
Kokkalupun;https://watabou.github.io/village-generator/?pop=1753&name=Kokkalupun&seed=9151100960518&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
Kokkavalva;https://watabou.github.io/city-generator/?name=Kokkavalva&population=2767&size=19&seed=9151100960019&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kokkulu;https://watabou.github.io/village-generator/?pop=1635&name=Kokkulu&seed=9151100960177&width=1600&height=727&tags=highway%2Cno+square%2Cdense
Kokolma;https://watabou.github.io/city-generator/?name=Kokolma&population=4047&size=22&seed=9151100960068&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kolhoru;https://watabou.github.io/city-generator/?name=Kolhoru&population=11175&size=32&seed=9151100960541&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kolmara;https://watabou.github.io/village-generator/?pop=1105&name=Kolmara&seed=9151100960326&width=1400&height=636&tags=highway%2Cdense
Konia;https://watabou.github.io/city-generator/?name=Konia&population=1073&size=13&seed=9151100960513&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.58
Kosniesuure;https://watabou.github.io/village-generator/?pop=972&name=Kosniesuure&seed=9151100960253&width=1000&height=455&tags=highway%2Cdense
Koszaldota;https://watabou.github.io/city-generator/?name=Koszaldota&population=11385&size=32&seed=9151100960113&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Koszek;https://watabou.github.io/city-generator/?name=Koszek&population=11270&size=32&seed=9151100960397&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Koszent;https://watabou.github.io/city-generator/?name=Koszent&population=8136&size=29&seed=9151100960459&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kotve;https://watabou.github.io/city-generator/?name=Kotve&population=15035&size=36&seed=9151100960001&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.58
Koukege;https://watabou.github.io/city-generator/?name=Koukege&population=13750&size=35&seed=9151100960506&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Koulajarvi;https://watabou.github.io/village-generator/?pop=1838&name=Koulajarvi&seed=9151100960551&width=1600&height=727&tags=river%2Chighway%2Cdense
Kourenkiva;https://watabou.github.io/city-generator/?name=Kourenkiva&population=6299&size=26&seed=9151100960405&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Kouruuva;https://watabou.github.io/city-generator/?name=Kouruuva&population=3203&size=20&seed=9151100960407&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kouvaa;https://watabou.github.io/city-generator/?name=Kouvaa&population=2921&size=19&seed=9151100960445&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Kuhja;https://watabou.github.io/city-generator/?name=Kuhja&population=4718&size=23&seed=9151100960467&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
Kuhmaskaki;https://watabou.github.io/city-generator/?name=Kuhmaskaki&population=641&size=11&seed=9151100960498&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kunaspola;https://watabou.github.io/city-generator/?name=Kunaspola&population=5070&size=24&seed=9151100960305&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.29
Kunievari;https://watabou.github.io/city-generator/?name=Kunievari&population=4773&size=23&seed=9151100960519&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kuntioki;https://watabou.github.io/city-generator/?name=Kuntioki&population=9314&size=30&seed=9151100960523&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kunvacal;https://watabou.github.io/city-generator/?name=Kunvacal&population=7902&size=28&seed=9151100960301&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Kusburg;https://watabou.github.io/city-generator/?name=Kusburg&population=3785&size=21&seed=9151100960344&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kutakisala;https://watabou.github.io/city-generator/?name=Kutakisala&population=9655&size=31&seed=9151100960115&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.63
Kuurenkona;https://watabou.github.io/city-generator/?name=Kuurenkona&population=9197&size=30&seed=9151100960188&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Kysossa;https://watabou.github.io/city-generator/?name=Kysossa&population=3874&size=22&seed=9151100960348&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Labriasecca;https://watabou.github.io/village-generator/?pop=1157&name=Labriasecca&seed=9151100960590&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Lahmakiaina;https://watabou.github.io/city-generator/?name=Lahmakiaina&population=1594&size=16&seed=9151100960048&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
Lalerythro;https://watabou.github.io/city-generator/?name=Lalerythro&population=9468&size=30&seed=9151100960370&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.26
Lalydon;https://watabou.github.io/city-generator/?name=Lalydon&population=3228&size=20&seed=9151100960110&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Lamphos;https://watabou.github.io/village-generator/?pop=1531&name=Lamphos&seed=9151100960317&width=1600&height=727&tags=highway%2Cdense
Lamphydopo;https://watabou.github.io/city-generator/?name=Lamphydopo&population=4782&size=23&seed=9151100960281&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Lanmapua;https://watabou.github.io/village-generator/?pop=1165&name=Lanmapua&seed=9151100960176&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Laolymnamea;https://watabou.github.io/city-generator/?name=Laolymnamea&population=12913&size=34&seed=9151100960469&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Laragaleleu;https://watabou.github.io/city-generator/?name=Laragaleleu&population=11764&size=33&seed=9151100960116&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Larinomero;https://watabou.github.io/village-generator/?pop=1887&name=Larinomero&seed=9151100960278&width=1600&height=727&tags=coast%2Chighway%2Cdense
Lauch;https://watabou.github.io/city-generator/?name=Lauch&population=5603&size=25&seed=9151100960056&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Lauhakuni;https://watabou.github.io/city-generator/?name=Lauhakuni&population=1436&size=15&seed=9151100960038&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Laumaki;https://watabou.github.io/city-generator/?name=Laumaki&population=1369&size=15&seed=9151100960234&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Laureski;https://watabou.github.io/city-generator/?name=Laureski&population=9225&size=30&seed=9151100960039&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.58
Leidea;https://watabou.github.io/city-generator/?name=Leidea&population=8203&size=29&seed=9151100960287&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Leklelos;https://watabou.github.io/village-generator/?pop=1665&name=Leklelos&seed=9151100960572&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
Lempaari;https://watabou.github.io/city-generator/?name=Lempaari&population=14670&size=36&seed=9151100960454&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Lemsari;https://watabou.github.io/city-generator/?name=Lemsari&population=12393&size=34&seed=9151100960400&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Lepsa;https://watabou.github.io/city-generator/?name=Lepsa&population=10265&size=31&seed=9151100960365&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
